T25	B-Entity	0	11	Calcineurin	Calcineurin	B-NP	NN	B-protein	2	SUB	B-protein
T23	I-Protein	1849	1850	-	-	I-NP	HYPH	O	32	NMOD	O
T23	I-Protein	1850	1853	CSF	CSF	I-NP	NN	B-DNA	32	NMOD	B-DNA
O	O	1854	1858	gene	gene	I-NP	NN	I-DNA	27	PMOD	I-DNA
O	O	1859	1861	is	be	B-VP	VBZ	O	23	SBAR	O
O	O	1862	1863	a	a	B-NP	DT	O	36	NMOD	O
O	O	1864	1874	functional	functional	I-NP	JJ	O	36	NMOD	O
O	O	1875	1883	analogue	analogue	I-NP	NN	O	44	NMOD	O
O	O	1884	1886	of	of	B-PP	IN	O	36	NMOD	O
O	O	1887	1890	the	the	B-NP	DT	O	41	NMOD	O
T48	B-Entity	1891	1893	NF	NF	I-NP	NN	B-protein	41	NMOD	B-protein
T48	I-Entity	1893	1894	-	-	B-NP	HYPH	I-protein	41	P	I-protein
T48	I-Entity	1894	1896	AT	AT	I-NP	NN	I-protein	37	PMOD	I-protein
T48	I-Entity	1896	1897	-	-	O	HYPH	O	36	P	O
T48	I-Entity	1897	1904	binding	bind	B-VP	VBG	B-DNA	44	NMOD	B-DNA
T48	I-Entity	1905	1909	site	site	B-NP	NN	I-DNA	33	PRD	I-DNA
O	O	1910	1912	in	in	B-PP	IN	O	44	NMOD	O
O	O	1913	1916	the	the	B-NP	DT	O	50	NMOD	O
T24	B-Protein	1917	1919	IL	IL	I-NP	NN	B-DNA	50	NMOD	B-DNA
T24	I-Protein	1919	1920	-	-	I-NP	HYPH	I-DNA	50	NMOD	I-DNA
T24	I-Protein	1920	1921	2	2	I-NP	CD	I-DNA	50	NMOD	I-DNA
T49	B-Entity	1922	1930	promoter	promoter	I-NP	NN	I-DNA	45	PMOD	I-DNA
O	O	1930	1931	,	,	O	,	O	44	P	O
O	O	1932	1937	which	which	B-NP	WDT	O	44	NMOD	O
O	O	1938	1946	mediates	mediate	B-VP	VBZ	O	52	SBAR	O
O	O	1947	1954	signals	signal	B-NP	NNS	O	53	OBJ	O
O	O	1955	1965	downstream	downstream	B-ADVP	RB	O	54	NMOD	O
O	O	1966	1968	of	of	B-PP	IN	O	55	AMOD	O
O	O	1969	1970	T	T	B-NP	NN	O	59	NMOD	O
O	O	1971	1975	cell	cell	I-NP	NN	O	59	NMOD	O
O	O	1976	1986	activation	activation	I-NP	NN	O	56	PMOD	O
O	O	1986	1987	.	.	O	.	O	3	P	O
